word,hiragana,meaning
注す,さす,"(transitive) to pour (drink), to serve (drinks)"
さす,さす,(Godan) to shine
流石,さすが,"(nouns) as one would expect, still, all the same, even... (e.g. ""even a genius..."")"
ざせき,ざせき,(nouns) seat
札,さつ,"(noun,) note, paper money"
~さつ,~さつ,
さつえい,さつえい,(noun) photographing
作家,さっか,"(noun) author, writer, novelist, artist"
さっき,さっき,(noun) some time ago
作曲,さっきょく,"(noun) composition, setting (of music)"
さっさと,さっさと,(adverb) quickly
ざっし,ざっし,"(noun) journal, magazine, periodical"
ざっと,ざっと,"(adverb) roughly, in round numbers"
さっぱり,さっぱり,"(adverb) feeling refreshed, feeling relieved, neat, trimmed, plain, simple, completely, entirely, not in the least (in sentence with negative verb), not at all; (noun) completely ignorant, not doing at all"
さて,さて,"(interjection) well, now, then"
さとう,さとう,(noun) sugar
さばく,さばく,(noun) desert
さびる,さびる,"(intransitive) to rust, to become rusty"
差別,さべつ,"(noun) discrimination, distinction, differentiation"
~様,~さま,
様々,さまざま,"(noun) varied, various"
冷ます,さます,"(transitive) to cool, to dampen, to let cool, to throw a damper on, to spoil"
左右,さゆう,"(noun) left and right, influence, control, domination"
さようなら,さようなら,(interjection) good-bye
再来月,さらいげつ,(noun) month after next
再来週,さらいしゅう,(noun) week after next
サラダ,サラダ,(noun) salad
サラリーマン,サラリーマン,"(noun) office worker, company employee"
さわぎ,さわぎ,"(noun,) uproar, disturbance"
さわやか,さわやか,"(noun) fresh, refreshing, invigorating, clear, fluent, eloquent"
さわる,さわる,"(intransitive) to touch, to feel"
三,さん,(numeric) three
~山,~さん,
~産,~さん,
参加,さんか,(nouns) participation
産業,さんぎょう,(nouns) industry
参考,さんこう,"(nouns) reference, consultation"
賛成,U?[い,"(nouns) approval, agreement, support, favour, favor"
さんせい,さんせい,(noun) acidity; (nouns) acidic
さんそ,さんそ,(nouns) oxygen
サンダル,サンダル,(noun) sandal
産地,さんち,(noun) producing area
サンドイッチ,サンドイッチ,(noun) sandwich
残念,ざんねん,"(noun) deplorable, bad luck, regret, disappointment"
サンプル,サンプル,(noun) sample
四,し,(numeric) four
市,し,"(noun) market, fair"
し,し,"(noun) family name, lineage, birth"
し,し,"(noun) song, classical Japanese poetry (esp. tanka), modern poetry"
~史,~し,
~紙,~し,
~時,~じ,
~寺,~じ,
試合,しあい,"(noun) match, game, bout, contest"
しあさって,しあさって,(noun) (in) three days time (two days after tomorrow)
幸せ,しあわせ,"(noun) happiness, good fortune, luck, blessing"
シーズン,シーズン,(nouns) season (sporting)
シーツ,シーツ,(noun) sheet
寺院,じいん,(noun) temple
しいんと,（する）,
ジーンズ,ジーンズ,(noun) jeans
じえい,じえい,"(nouns) self-defense, self-defence"
ジェット機,ジェットき,"(noun) jet aeroplane, jet airplane"
塩,しお,(noun) salt
しかい,しかい,"(noun) chairmanship, leading a meeting"
しかく,しかく,(nouns) square
しかし,しかし,"(conjunction) however, but"
仕方,しかた,"(noun) way, method, means, resource, course"
直に,じかに,"(adverb) directly, in person, headlong"
しかも,しかも,"(conjunction) moreover, furthermore, nevertheless, and yet"
しかる,しかる,(transitive) to scold
時間,じかん,(noun) time; (counter) hours
~時間,~じかん,
~時間目,~じかんめ,
式,しき,"(noun,) equation, formula, expression, ceremony, style, enforcement regulations (of the ritsuryo)"
~しき,（日本式）,
直,じき,"(adjectival) straight, ordinary, common, doing nothing"
時期,じき,"(noun) time, season, period; (adverb) soon, shortly"
しきち,しきち,"(noun) site, plot, lot, grounds"
支給,しきゅう,"(noun) provision, supply, payment, allowance, grant"
しきゅう,しきゅう,"(nouns) urgent, pressing"
しきりに,しきりに,"(adverb) frequently, repeatedly, often, incessantly, constantly, strongly, eagerly"
しく,しく,"(Godan) to spread out, to lay out, to take a position, to impose widely (e.g. over a city)"
しげき,しげき,"(noun) stimulus, impetus, incentive, encouragement, motivation"
試験,しけん,"(noun) examination, test, study, trial, experiment"
しげん,しげん,(noun) resources
事件,じけん,"(noun) event, affair, incident, case, plot, trouble, scandal"
じこ,じこ,"(noun) accident, incident, trouble, circumstances, reasons"
じこく,じこく,"(noun) instant, time, moment"
仕事,しごと,"(nouns) work, job, business, occupation, employment, vocation, task, work"
自殺,じさつ,(noun) suicide
事実,じじつ,"(noun) fact, truth, reality"
支出,ししゅつ,"(noun) expenditure, expenses"
じしょ,じしょ,"(noun) dictionary, lexicon, letter of resignation"
事情,じじょう,"(noun) circumstances, consideration, conditions, situation, reasons"
しじん,しじん,(noun) poet
自身,じしん,"(noun) by oneself, personally"
じしん,じしん,(noun) earthquake
静か,しずか,"(adjectival) quiet, peaceful"
しせい,しせい,"(noun) attitude, posture"
自然,しぜん,"(noun) nature, spontaneity; (adverb) naturally, spontaneously"
思想,しそう,"(noun) thought, idea, ideology"
時速,じそく,(noun) speed (per hour)
した,した,"(noun) tongue, tongue-like object, clapper (of a bell), talon (of a lock)"
死体,したい,"(nouns) dead body, corpse, cadaver"
じたい,じたい,"(noun) situation, (present) state of affairs, circumstances"
時代,じだい,"(noun) period, epoch, era, age, the times, those days, oldness, ancientness, antiquity, antique, period piece"
じたく,じたく,(noun) one's home
七,しち,(numeric) seven
自治,じち,"(noun) self-government, autonomy"
質,しつ,"(noun,) quality"
室~,しつ~,
~室,~しつ,
しっかり,しっかり,"(noun) firmly, tightly, reliable, level-headed, steady"
実感,じっかん,"(noun) feelings (actual, true)"
失業,しつぎょう,(nouns) unemployment
実験,じっけん,(noun) experiment
実現,じつげん,"(noun) implementation (e.g. of a system), materialization, materialisation, realization, realisation"
しつこい,しつこい,"(adjective) insistent, obstinate"
実行,じっこう,"(noun) practice, practise, performance, execution (e.g. program) (programme), realization, realisation, implementation"
実際,じっさい,"(noun) practicality, practical, reality, actuality, actual conditions, bhutakoti (limit of reality)"
じっし,じっし,"(noun) enforcement, implementation, putting into practice (practise), carrying out, operation, working (e.g. working parameters), enactment"
実績,じっせき,"(noun) achievements, actual results"
じっと,じっと,"(noun) motionlessly, fixedly (e.g. of staring), patiently, firmly (e.g. hold), restrained"
実に,じつに,"(adverb) indeed, really, absolutely, truly, actually, very, quite"
実は,じつは,"(adverb) as a matter of fact, by the way, to tell you the truth, to be honest, frankly"
失敗,しっぱい,"(noun) failure, mistake, blunder"
しっぴつ,しっぴつ,(noun) writing (e.g. as a profession)
しっぽ,しっぽ,(noun) tail (animal)
質問,しつもん,"(nouns) question, inquiry, enquiry"
実用,じつよう,"(noun) practical use, utility"
実力,じつりょく,"(noun) (real) ability, true strength, merit, efficiency, competency, arms, force"
しつれいしました,（感）,"(noun) excuse me, I'm sorry"
指定,してい,"(noun) designation, specification, assignment, appointment, pointing at"
してつ,してつ,(noun) private railway
支店,してん,(noun) branch store (office)
自転車,じてんしゃ,(noun) bicycle
指導,しどう,"(noun) leadership, guidance, coaching, shido (disciplinary action for a minor infringement of the rules of judo)"
自動,じどう,"(noun) automatic, self-motion, intransitive verb"
児童,じどう,"(noun) children, juvenile"
自動車,じどうしゃ,(noun) automobile
品,しな,"(noun,) thing, article, goods, dignity, class, quality; (counter) counter for meal courses; (noun) flirtatiousness, coquetry"
支配,しはい,"(noun) rule, control, direction"
しばい,しばい,"(noun) play, drama"
しばしば,しばしば,"(adverb) often, again and again, frequently"
しはらい,しはらい,(noun) payment
しはらう,しはらう,(transitive) to pay
しばらく,しばらく,"(nouns) little while, short while, moment, instant, a while, quite a time; (interjection) it's been a long time"
じばん,じばん,"(noun) stronghold, base, (the) ground"
字引,じびき,(noun) dictionary
しびれる,しびれる,"(intransitive) to become numb, to go to sleep (e.g. a limb)"
自分,じぶん,"(nouns) myself, yourself, oneself, himself, herself, I, me"
しへい,しへい,"(noun) paper money, notes, bills"
しぼう,しぼう,"(nouns) death, mortality"
しぼむ,しぼむ,"(intransitive) to wither, to fade (away), to shrivel, to wilt"
資本,しほん,"(noun) funds, capital"
島,しま,"(noun) island, territory (of a prostitute, organized crime gang, etc.), turf"
しまい,（終わり）,(noun) sisters
姉妹,しまい,(noun) sisters
しまう,（終わる）,"(transitive) to finish, to close, to do something completely, to put away, to put an end to"
しまった,（感）,"(Expressions) damn it!, damn!, oops!, oh dear!, oh no!"
しまる,しまる,"(intransitive) to be shut, to close, to be closed, to be locked, to tighten, to be tightened, to become sober, to become tense"
地味,じみ,"(noun) plain, simple, subdued, sober"
しみじみ,しみじみ,"(adverb) earnestly, keenly, fully, deeply, heartily, seriously, calmly"
市民,しみん,"(noun) citizen, townspeople"
事務,じむ,"(nouns) business, office work"
しめい,しめい,"(noun) full name, identity"
しめきり,しめきり,"(noun) closing, cut-off, end, deadline, Closed, No Entrance"
示す,しめす,"(transitive) to denote, to show, to point out, to indicate, to exemplify"
しめた,（感）,"(noun) I've got it, all right, fine"
しめる,しめる,"(transitive) to comprise (some part of the whole), to account for, to make up (of), to hold, to occupy"
~車,~しゃ,
~者,~しゃ,
~社,~しゃ,
じゃあ,じゃあ,"(interjection) then, well, so, well then, combination of 'de' and 'wa' particles; (auxiliary) plain copula"
ジャーナリスト,ジャーナリスト,(noun) journalist
社会,しゃかい,"(noun) society, public"
しゃがむ,しゃがむ,"(intransitive) to squat, to crouch"
しゃこ,しゃこ,"(noun) garage, car shed, carport"
しゃしょう,しゃしょう,(noun) (train) conductor
写真,しゃしん,"(noun) photograph, photo, movie"
シャツ,シャツ,"(noun) shirt, singlet"
借金,しゃっきん,"(noun) debt, loan, liabilities"
しゃっくり,しゃっくり,"(noun) hiccough, hiccup"
シャッター,シャッター,"(noun) camera shutter, shutter (door, window, etc.)"
しゃぶる,しゃぶる,"(transitive) to suck, to chew"
しゃべる,しゃべる,"(intransitive) to talk, to chat, to chatter"
しゃれ,しゃれ,"(noun) frank, open-hearted"
ジャム,ジャム,(noun) jam
シャワー,シャワー,(noun) shower
